,Gene names,BCC Intensity 12_1L,BCC Intensity 12_3L,BCC Intensity 12_5L,BCC Intensity 27_1L,BCC Intensity 27_3L,BCC Intensity 27_5L,BCC Intensity 39_1L,BCC Intensity 39_3L,BCC Intensity 39_5L,BCC Intensity 89_1L,BCC Intensity 89_3L,BCC Intensity 89_5L,BCC Intensity 72_3L,BCC Intensity 103_1L,BCC Intensity 103_3L,BCC Intensity 103_5L,BCC Intensity 107_3L,BCC Intensity 111_3L,BCC Intensity 49_3L,BCC Intensity 105_3L,BCC Intensity 16_3L,BCC Intensity 99_1L,BCC Intensity 99_3L,BCC Intensity 99_5L,BCC Intensity 109_3L,BCC Intensity 73_1L,BCC Intensity 73_3L,BCC Intensity 73_5L,BCC Intensity 92_1L,BCC Intensity 92_3L,BCC Intensity 92_5L,BCC Intensity 54_1L,BCC Intensity 54_3L,BCC Intensity 54_5L,BCC Intensity 104_1L,BCC Intensity 104_3L,BCC Intensity 104_5L,SCC Intensity 21_1L,SCC Intensity 21_3L,SCC Intensity 21_5L,SCC Intensity 31_1L,SCC Intensity 31_3L,SCC Intensity 31_5L,SCC Intensity 32_1L,SCC Intensity 32_3L,SCC Intensity 32_5L,SCC Intensity 90_1L,SCC Intensity 90_3L,SCC Intensity 90_5L,SCC Intensity 59_3L,SCC Intensity 88_3L,SCC Intensity 110_3L,SCC Intensity 45_3L,SCC Intensity 60_3L,SCC Intensity 95_3L,SCC Intensity 101_3L,SCC&BCC Intensity 25_1L,SCC&BCC Intensity 25_3L,SCC&BCC Intensity 25_5L,keratosis Intensity 33_1L,keratosis Intensity 33_3L,keratosis Intensity 33_5L
2159,CHMP4B,1007300000,1054400000,557250000,192720000,114650000,96307000,179830000,168520000,170910000,225970000,260080000,270740000,232720000,201190000,188300000,183950000,129390000,48453000,158790000,238780000,74932000,82400000,209460000,75549000,174740000,612720000,582730000,463240000,493090000,368330000,245740000,152190000,150050000,259400000,117060000,343760000,318830000,369070000,401360000,381020000,244420000,184380000,186980000,250980000,225780000,143960000,198970000,370700000,146150000,83435000,25374000,48541000,31611000,89664000,72324000,145230000,939250000,781960000,373830000,103900000,325620000,265880000
2160,RANBP3,95491000,84731000,100480000,94105000,40755000,170920000,17518000,35365000,44468000,37299000,139010000,4592200,46627000,24472000,61365000,22801000,28882000,22979000,31472000,63042000,40264000,25775000,72996000,40925000,48998000,104100000,96463000,163440000,37695000,73467000,100880000,6231200,9033400,9713700,5550400,41356000,24715000,202570000,39805000,123460000,14579000,4527400,28940000,36106000,28222000,13894000,18365000,57830000,9844200,26091000,1677500,39937000,1695600,27159000,0,0,168160000,182840000,144020000,12450000,76754000,37128000
2161,WDR26,286150000,906380000,626600000,7451500,4154900,52017000,5430200,14387000,89691000,0,28466000,0,4760800,8401300,4873200,2868100,4899400,15307000,2122900,6701300,8545500,30821000,16722000,2755800,2886300,0,24328000,19669000,5618800,29117000,19154000,0,0,1109000,1654900,2265500,1725100,2759900,307620000,9091600,8882400,158260000,4833700,12056000,4093900,2961300,0,37473000,0,4002900,0,26199000,853170,7004000,0,0,327010000,35222000,0,0,7977600,5349500
2162,NT5DC2,16659000,5769700,2643600,90804000,12588000,9629100,601330,3972400,3715500,0,34014000,2098200,3173400,4018700,0,0,11999000,2251400,0,7342100,3029100,0,13919000,3371300,4640500,18678000,65289000,30588000,0,8156200,4246600,0,0,1450600,0,11446000,566890,13193000,0,0,4210500,0,10892000,12653000,9112900,0,0,0,0,0,0,0,422790,0,0,0,0,3321000,0,7312500,6755400,13774000
2163,C12orf10,257330000,267570000,218070000,130030000,50374000,49245000,29058000,39065000,34295000,46864000,167830000,26454000,82845000,62984000,43024000,40687000,46547000,30498000,54237000,51696000,24709000,16652000,35333000,22657000,47061000,125210000,239610000,162590000,135720000,231490000,211020000,56473000,50250000,60485000,32046000,135930000,99555000,57768000,139740000,146590000,55334000,5973500,30546000,37160000,26398000,27353000,26787000,64398000,17243000,30359000,3924500,6648200,5627800,34264000,34928000,1939500,98127000,151020000,75459000,19327000,74357000,42740000
2164,S100A14,1351100000,1276300000,549190000,122110000,35611000,183520000,350330000,12288000,311330000,469390000,866560000,397940000,89545000,681410000,585290000,710050000,312800000,110650000,137700000,660890000,49329000,132410000,126140000,126040000,137490000,757350000,290000000,348170000,766450000,587370000,165960000,82219000,159840000,129780000,109940000,505360000,387520000,1271500000,353650000,554300000,383940000,333930000,176710000,397500000,454610000,382930000,513060000,464480000,487500000,192830000,205920000,29783000,66268000,198420000,192060000,431240000,486510000,547070000,188190000,290670000,534360000,460170000
2165,TUFT1,50588000,52854000,28699000,0,0,41236000,0,0,12398000,74822000,17886000,67265000,0,24191000,8129100,12430000,3251100,20109000,10747000,5464800,0,7913900,11483000,0,16555000,14371000,0,5359300,37276000,0,0,0,12137000,142510000,3335100,25045000,9106200,67804000,19878000,88137000,6531600,8123400,0,43975000,18400000,0,35040000,10595000,5879000,0,5854200,1562000,4673600,6426800,0,27016000,132390000,108880000,121900000,37183000,11305000,37321000
2166,LZTFL1,66902000,48285000,35658000,107040000,53360000,5478900,13670000,32741000,40791000,17656000,129860000,10181000,62506000,12702000,4626400,22874000,28337000,0,6310200,33404000,7182500,4030500,26531000,0,10813000,48839000,135000000,88961000,27069000,79093000,69889000,8804200,13027000,13165000,7977100,43469000,20372000,22638000,55221000,43854000,0,4201400,16087000,5201600,0,7597200,3019100,0,0,1466500,0,1670600,1977000,1923100,5440600,0,164310000,133180000,24167000,3494900,17801000,7717700
2167,KIF13B,67616000,106740000,77516000,2277600,0,75223000,1843200,999340,6046400,0,14416000,0,328400,8676800,7526600,3240900,8700500,4390300,6212900,0,2528600,0,5861100,7346600,0,0,11145000,0,0,0,6735700,0,898790,3847500,0,0,0,11776000,10154000,40039000,8241200,2407900,1517100,5789700,1343200,6349600,0,9566700,1059600,3660000,871270,3818500,0,3252800,0,0,22282000,17313000,10411000,2831100,12836000,2551800
2168,HEBP1,152250000,217950000,137460000,142730000,35044000,58848000,70555000,54074000,63031000,181740000,133630000,115900000,47639000,243450000,78402000,146960000,93907000,16730000,23587000,61334000,22057000,30383000,55333000,95539000,45735000,113390000,207460000,120630000,142280000,105580000,87040000,56760000,101260000,76687000,72139000,22843000,49091000,81500000,200590000,243520000,78634000,57889000,49200000,75675000,69918000,66325000,133450000,171060000,84320000,46907000,4499700,2079100,2891200,39093000,18061000,0,91160000,194320000,92144000,49682000,69185000,54615000
2169,VPS45,136070000,53367000,45192000,21320000,11789000,8640400,9321400,10688000,17670000,5810800,51863000,5258000,0,15767000,14430000,21203000,2831700,5800000,8360500,12383000,5353900,5791700,18593000,3879700,5752200,25695000,31235000,55958000,6122700,68907000,46164000,2359200,0,17696000,0,8020300,5827700,12389000,19441000,55292000,10061000,24816000,18969000,22795000,12321000,9754000,2425000,65314000,3580700,1185200,1096000,1339800,439890,8631400,0,475130,28567000,30765000,28513000,6107000,11041000,4953900
2170,AGPAT3,216630000,147910000,70267000,0,0,5146700,4273300,0,0,0,10019000,23941000,0,211040000,8759400,14836000,0,0,0,0,0,0,0,0,0,5826000,0,0,78483000,0,4524800,0,0,0,0,20505000,15462000,0,0,4162200,0,0,0,0,846130,0,18575000,4374000,43299000,0,0,0,0,7765700,0,0,10234000,0,0,0,0,0
2171,ABCF3,167420000,98587000,61209000,16458000,15686000,36657000,0,0,6773900,13378000,49819000,5672100,16104000,12097000,8718900,20469000,8850700,9534900,10088000,15259000,7924900,10731000,20274000,16244000,6852700,61637000,16830000,21568000,44386000,41476000,23526000,0,0,7495500,861730,24103000,8536500,17873000,23192000,29124000,8394700,37459000,36457000,15513000,18895000,25754000,11414000,66960000,5034100,4101500,2678400,23823000,3097100,13238000,3873400,1555200,103410000,103490000,25439000,16212000,23367000,19716000
2172,ADPRS,190770000,250070000,145960000,90887000,27943000,52179000,40160000,47145000,48868000,62957000,144420000,16937000,48858000,62085000,59351000,61061000,19991000,25562000,38564000,44965000,19811000,15761000,47223000,20468000,10941000,32725000,118840000,80992000,103170000,87479000,117180000,4799000,28425000,30451000,25407000,53667000,33902000,41834000,118220000,118720000,44206000,38822000,33485000,64851000,35136000,44482000,51168000,114240000,22921000,14288000,3766200,17649000,7212000,29347000,17457000,5148900,138710000,249290000,57239000,37406000,73279000,62289000
2173,THUMPD1,277440000,147710000,155330000,83235000,28160000,163070000,18921000,39510000,28511000,37022000,177810000,29563000,55153000,27115000,33458000,10532000,25276000,24571000,51524000,51805000,59899000,19010000,104980000,59656000,61265000,49600000,135120000,141550000,53764000,214520000,181880000,125120000,0,17696000,5777700,47435000,33243000,42152000,87665000,102860000,18991000,53753000,38620000,16770000,34213000,12816000,7296400,90053000,0,16011000,1821200,16308000,1658700,27103000,744990,0,162330000,176380000,86118000,14748000,64693000,41054000
2174,STAB1,0,6538600,0,0,0,0,26027000,54310000,3990100,0,0,2094000,8069200,3057800,1596300,2763700,0,0,4354400,0,564880,11949000,1286200,30557000,2551400,4732000,0,2488200,1941800,3200500,6964400,0,4387300,0,2843400,0,0,0,0,0,0,0,0,0,0,0,1212300,0,0,1279400,0,0,690400,3748600,0,0,5419000,0,3488000,0,16371000,5095700
2175,KLK14,116480000,167930000,45617000,0,0,0,25229000,0,0,3551700,9653500,4364100,49789000,6183100,0,12415000,27759000,0,0,0,0,2480600,0,0,25735000,23228000,0,0,7163900,0,0,0,0,0,1295300,0,18239000,0,10279000,56700000,35273000,3559100,1425500,0,5604000,54179000,18688000,0,0,0,0,0,1990900,0,0,7019100,0,0,0,40971000,14618000,16967000
2176,GMPR2,110030000,105100000,105370000,32033000,31593000,163860000,24741000,1853900,23042000,29354000,52329000,0,20191000,17725000,26474000,12194000,27588000,19748000,3069300,14997000,26131000,8258700,27793000,18686000,17351000,32706000,39205000,41226000,25690000,57795000,39248000,0,8717400,0,7440000,21339000,19062000,24215000,26988000,115410000,3356100,6065300,14551000,5388900,2141500,34961000,25475000,44636000,6071000,14153000,861810,2186100,2455400,11264000,7559000,0,123860000,163310000,204660000,5520400,35264000,20096000
2177,NXF1,48056000,97273000,59619000,60882000,26808000,100380000,31628000,15631000,18038000,14560000,88710000,0,17938000,5562700,64525000,13576000,30207000,21615000,3905000,10843000,5414200,7959000,56770000,17925000,29234000,42694000,102340000,42928000,21743000,100770000,45481000,0,5609600,19515000,1708600,37319000,38226000,25658000,10383000,49246000,0,12089000,14830000,11010000,21282000,12193000,49374000,115570000,50544000,12911000,20514000,14413000,1911700,11468000,4712800,6786300,172260000,104000000,9041500,0,39569000,20526000
2178,STAP2,1016700000,221200000,132050000,108970000,1720600,19540000,79027000,102280000,125700000,42143000,14928000,24849000,14768000,35261000,18009000,11870000,28338000,0,2805100,11084000,0,3803600,7674700,10537000,0,985460000,1616600000,1397500000,7525700,1655300000,4814900,161230000,643490000,540810000,880230000,1619500000,3734900000,143130000,4675500,34684000,9922700,7828600,48658000,44127000,75533000,38240000,29626000,9395100,0,413930,367100,0,974340,4200000,15578000,0,7358200,205240000,0,42880000,46755000,57009000
2179,NDUFA12,177710000,257930000,218180000,14252000,6203600,0,48092000,93748000,27926000,31887000,37243000,15653000,18704000,154250000,25293000,36709000,10528000,4957500,20035000,47699000,9772500,6062900,22778000,4459400,36821000,46298000,46641000,7866400,88101000,40618000,41521000,0,5321400,8414800,6088200,18915000,32685000,26954000,8155200,175010000,15264000,18283000,18658000,26587000,47423000,10336000,10664000,31574000,29024000,8733000,3373400,1294900,1095600,8035900,13850000,0,11646000,23787000,9237100,32782000,94208000,60688000
2180,DCTN4,141010000,156770000,130600000,22037000,5685700,13144000,21616000,23024000,15435000,33830000,70509000,6371700,19408000,38234000,23711000,19690000,22898000,16461000,23005000,45148000,13936000,25917000,34511000,32764000,19506000,74629000,124650000,83810000,48827000,102380000,71773000,5502400,11627000,21465000,20639000,16238000,29167000,55300000,75899000,153090000,45096000,25335000,34620000,41200000,37264000,28035000,25487000,92568000,12392000,15652000,2037800,6160000,1744000,22940000,1588100,6068600,38776000,179660000,67420000,12649000,64376000,22958000
2181,CDV3,1157600000,1811800000,1062600000,334210000,133180000,425250000,139370000,138340000,136550000,248050000,449160000,213960000,132980000,185770000,168590000,100830000,60217000,45314000,163610000,154740000,179580000,97942000,216650000,90121000,170670000,153970000,224740000,172730000,114790000,54159000,67219000,45817000,47064000,70098000,6576800,42516000,50006000,478930000,458950000,515640000,425640000,356020000,360570000,224340000,221800000,141810000,309710000,380550000,160080000,97527000,22421000,24089000,32494000,168330000,58105000,0,597030000,792580000,276970000,106300000,206980000,192580000
2182,BAG5,64174000,5657000,30926000,19839000,6420700,9872100,0,0,7878900,7289100,9846800,3018700,2073200,15593000,9264500,3999800,7363900,0,6042600,0,0,7760700,0,3298600,0,73571000,11677000,0,4384000,15455000,0,0,0,679800,0,0,0,7355300,11820000,37152000,4117200,13198000,13955000,1870900,6976000,1377200,3488600,6667500,0,0,0,0,1423400,4945600,0,0,18165000,41247000,19858000,0,6020800,419760
2183,SNX12,159510000,182530000,104030000,48304000,5075100,6176900,46283000,71957000,61164000,53679000,149200000,20625000,50251000,96249000,21936000,84763000,44508000,15749000,97921000,74047000,17115000,12038000,43415000,13431000,47389000,111960000,233350000,108540000,114930000,217980000,133500000,9468000,14256000,38023000,39705000,123670000,92916000,138640000,83828000,109800000,28629000,25148000,17814000,60934000,51242000,26610000,57840000,289900000,32412000,20626000,7194000,4612400,11478000,24950000,20834000,4375600,20506000,75334000,20939000,19573000,74324000,36119000
2184,AP3M1,217330000,169760000,88207000,13913000,11579000,18403000,8638200,16451000,1063900,23363000,71371000,5878400,22377000,34895000,37151000,30284000,19003000,5115000,27193000,41718000,10052000,18454000,38731000,21675000,22388000,29001000,20495000,29424000,23012000,21986000,37478000,4557400,0,7263300,4938200,22429000,9785900,49147000,26201000,67779000,11236000,13990000,5364400,34316000,18513000,17755000,4576500,123040000,11309000,12228000,7085400,10046000,6970200,17665000,14842000,3365500,14364000,9473500,7381000,8205200,30880000,5796700
2185,SUGT1,204760000,150970000,100970000,79224000,49942000,22147000,32236000,38687000,32929000,107610000,205580000,35379000,51307000,80235000,103360000,52691000,37117000,8949600,31660000,54528000,43927000,39194000,135160000,50055000,68340000,97576000,142250000,113610000,51515000,41595000,43376000,0,6476400,9896000,20054000,70909000,29879000,6621600,74417000,85498000,41570000,24201000,22646000,43975000,29663000,48620000,51202000,231350000,21838000,48670000,1607100,11883000,11601000,48797000,14119000,0,139970000,67483000,33399000,27400000,23076000,12096000
2186,KLK5,288450000,402020000,385460000,2082700,0,155190000,0,0,38590000,196650000,17845000,119530000,2145200,40819000,37525000,52001000,31137000,19977000,2474700,3751800,13589000,22233000,8152200,19402000,2407200,77577000,10717000,26297000,50301000,0,0,64366000,19471000,48569000,22943000,108670000,69772000,180530000,324980000,360730000,63737000,4273500,5469500,50324000,40188000,166510000,102890000,0,41724000,0,20368000,0,2418300,28683000,22048000,60558000,234780000,88227000,275560000,57869000,59259000,168940000
2187,NOC2L,189300000,8738100,69236000,47539000,10253000,66662000,8875600,10797000,9661800,0,60471000,0,3039900,0,11418000,12657000,0,9679200,3132200,3464400,7072300,3587500,36414000,16743000,19365000,17279000,44761000,36891000,0,46235000,25075000,0,0,2737600,0,0,31180000,28167000,35514000,61934000,35319000,23332000,11605000,17795000,25391000,0,21343000,53293000,4999400,10659000,0,30449000,1099400,6045400,0,0,32119000,39123000,0,10806000,34011000,26337000
2188,FARP1,85432000,100210000,142140000,111290000,34932000,301980000,10453000,14019000,54838000,503000000,97725000,375630000,20095000,78891000,21749000,37551000,288360000,240050000,27219000,37653000,70512000,35375000,81905000,212040000,34569000,65947000,176510000,171140000,244590000,87108000,101230000,100130000,157060000,388450000,92023000,66706000,158920000,79881000,961230000,264950000,19130000,6205000,51356000,12127000,6950000,23625000,312720000,27261000,64603000,5397100,59222000,158210000,15651000,42293000,8617800,50430000,390870000,272940000,367890000,92735000,105850000,190690000
2189,TBL2,228160000,72358000,59913000,27567000,20911000,0,0,11302000,22612000,34530000,278100000,13070000,104160000,33100000,81786000,51626000,15144000,15575000,61845000,132090000,42271000,9730600,25706000,8720100,80785000,46697000,83144000,57927000,20571000,85618000,113590000,0,9846400,4031100,2783600,24826000,34252000,59817000,58443000,45757000,76510000,53460000,98043000,35191000,48931000,27222000,4803000,242050000,6187900,73631000,2718900,13959000,6160700,6677500,6875500,0,17521000,45608000,16676000,8325500,102390000,20540000
2190,YTHDF2,145140000,253650000,199980000,103960000,30745000,108130000,41767000,31089000,74613000,35655000,247920000,15238000,48967000,27881000,75227000,25202000,24368000,25156000,38379000,67531000,67892000,18103000,93060000,21476000,51426000,313550000,96525000,175230000,67850000,248700000,148940000,5800500,4499400,45304000,12090000,30322000,46075000,90711000,48369000,19777000,31880000,19493000,8654900,90400000,41021000,14045000,26963000,112050000,12723000,29394000,0,36975000,0,9354500,0,0,202510000,149060000,20812000,10751000,28030000,32127000
2191,GMPPB,177080000,185870000,134180000,15888000,0,38508000,11771000,17192000,19810000,18303000,118320000,12899000,40260000,55979000,71491000,45684000,9085200,3040100,45858000,63973000,12278000,18058000,26607000,12113000,54888000,87736000,63167000,94469000,70953000,53105000,53248000,6760900,16597000,11529000,0,17551000,20076000,62151000,26979000,45570000,23695000,10339000,24219000,24290000,21377000,17460000,35414000,79783000,17601000,15688000,3774700,24897000,8216400,30835000,0,0,14992000,22631000,3541600,26123000,117360000,13787000
2192,RBM8A,334800000,588710000,221300000,213020000,88722000,381200000,91711000,90137000,118540000,86660000,347010000,81636000,171020000,64070000,139290000,52529000,100990000,116150000,106250000,150020000,90630000,82245000,221230000,83816000,111480000,216850000,487580000,283690000,73446000,220640000,212240000,34203000,14122000,51262000,36793000,86946000,73793000,144700000,194260000,219300000,195120000,168430000,125310000,173450000,190430000,76721000,80382000,291840000,38114000,66610000,6449100,288140000,12719000,80501000,45153000,2650900,912450000,739180000,221450000,81315000,239080000,118260000
2193,NDUFB9,269250000,286720000,182380000,47206000,14024000,10952000,76419000,117880000,38338000,59024000,109810000,29526000,54699000,116240000,51092000,79297000,42385000,8063700,41084000,62207000,9916100,21411000,47903000,15201000,46900000,106640000,140460000,119860000,138740000,76708000,109970000,8021400,40652000,45012000,34366000,85908000,70715000,61797000,134530000,180010000,27194000,13085000,31706000,40349000,48999000,32121000,43470000,40520000,23056000,5466400,4626400,2843000,3086400,46564000,24555000,1750800,113940000,126640000,97465000,41435000,121790000,62494000
2194,HLA-DRA,289320000,358120000,387760000,18613000,894440,46577000,88277000,136180000,91220000,255920000,355420000,157350000,205950000,148800000,191470000,193100000,43646000,3844400,129140000,51027000,69858000,109600000,81196000,126730000,49775000,99449000,67892000,78231000,118660000,66680000,149290000,94494000,111310000,96789000,67615000,37725000,53771000,236510000,149710000,213150000,159600000,41724000,121050000,165210000,249350000,276250000,86221000,482240000,68207000,42220000,5206700,43405000,11252000,369520000,39420000,11134000,286590000,542680000,259540000,390760000,990610000,314500000
2195,SNAP23,130020000,148990000,65702000,29215000,11697000,8533800,24497000,46696000,46204000,25237000,129160000,5677600,119070000,47489000,45550000,89060000,28939000,7412500,77707000,56442000,16719000,14173000,55903000,22148000,24721000,84511000,56199000,82160000,38767000,45895000,56485000,0,0,0,6387200,10033000,7397800,71673000,33988000,70013000,57576000,22020000,35445000,49802000,45026000,37887000,19568000,183290000,24278000,30276000,7058000,9527300,6643300,43955000,8395300,0,31421000,107840000,23298000,28668000,50597000,46832000
2196,RAB27B,235650000,123280000,127500000,2480000,12765000,22210000,35809000,53804000,20665000,42519000,15508000,16836000,4421000,61182000,18152000,14416000,12597000,3562600,26791000,6707400,6061600,3813600,12941000,2440800,3622200,6335200,21044000,18938000,33691000,2742400,22690000,42461000,60247000,25834000,74890000,3280300,12390000,29080000,155530000,148510000,11741000,16494000,3547500,28429000,12399000,15717000,15226000,44512000,36725000,1969700,1153900,3643100,2185600,7927800,6382800,2749900,50408000,27634000,18155000,21975000,24509000,20892000
2197,PSMD9,241470000,559770000,297340000,102760000,46378000,95436000,87285000,87870000,46171000,261330000,171420000,199610000,129210000,159250000,88022000,97138000,88623000,55641000,236290000,124150000,106620000,69843000,110700000,75068000,98872000,392030000,315180000,398020000,285090000,352780000,209500000,53125000,55980000,139160000,92921000,209440000,147370000,152350000,199450000,215100000,189280000,105450000,61898000,80224000,73020000,53286000,182820000,388280000,204640000,42160000,6929000,35630000,9008300,70285000,27201000,2603100,179530000,324650000,170950000,58191000,74315000,57890000
2198,EEF2K,7760500,20059000,7362000,0,4230200,65799000,0,0,0,37328000,28585000,5261400,5355900,9870700,0,2843200,3123700,2133500,0,10371000,0,4342100,26665000,3136800,7086700,15252000,26037000,27026000,0,4081100,3238400,0,0,7958200,0,10130000,6042800,2479300,0,25792000,0,0,0,1968200,1173100,1220800,0,5174500,0,0,0,4781600,318500,0,0,0,71810000,51903000,82055000,0,0,9735900
2199,RTCA,270030000,388010000,245280000,11844000,10678000,85316000,202490000,6321100,83833000,9969800,36024000,6938800,5514500,12923000,15970000,7918300,4946300,2764900,11634000,25708000,8369700,1897700,2039000,0,11149000,2083500,19267000,12735000,16378000,11802000,1807300,0,0,0,10548000,37415000,34987000,241590000,51602000,139580000,312900000,448050000,152480000,403860000,286760000,211620000,14989000,31629000,4536600,7463400,507370,7945000,2992800,17386000,1634700,1143600,46698000,34314000,8867300,96671000,153690000,70596000
2200,EXOC5,52651000,5103600,6027400,8213700,5390700,8664900,7203500,6111600,8531400,18552000,36841000,9073200,1200800,11399000,3384200,11596000,12299000,3917800,1903100,17677000,5675400,7816100,20412000,18018000,8351700,28420000,44418000,48099000,24750000,30352000,22321000,3910700,30987000,22238000,4097200,6802500,5705000,16492000,8922900,40040000,7669300,20513000,5280600,24216000,18805000,16155000,9200800,52934000,2198900,1375900,1462700,0,0,13926000,1472200,0,32277000,36009000,64047000,18266000,7336300,4132000
2201,HMGN4,1048200000,798760000,916870000,477570000,275050000,845930000,544900000,733740000,428240000,1924400000,3103400000,1819300000,295530000,382760000,221710000,204830000,297560000,59276000,2437500000,418630000,641320000,211960000,668080000,551590000,653190000,2448100000,2962900000,2847500000,802660000,2042200000,865040000,1392900000,268050000,1907200000,486290000,1630100000,1560900000,496870000,584680000,986930000,495170000,420330000,631720000,259870000,194010000,91733000,849040000,703100000,361170000,90283000,1610300,100360000,19825000,154920000,16306000,0,1925200000,2525600000,1361400000,256490000,940970000,1068900000
2202,KPNA3,118180000,44466000,80595000,32802000,4891300,31903000,27212000,33047000,38776000,59050000,67299000,20425000,16125000,35273000,58463000,39102000,25815000,14355000,13500000,28598000,11940000,19408000,63934000,5586800,27181000,17151000,30228000,34812000,24767000,3321000,0,0,0,9169800,0,10925000,0,79985000,29087000,54828000,34321000,22504000,25365000,39491000,36348000,13959000,49838000,105990000,17009000,12006000,4852600,8493200,1991000,18585000,2586300,2586600,53455000,45711000,69350000,7045200,28118000,4175400
2203,RNASET2,549140000,708520000,497150000,16285000,3080900,7906000,14719000,27249000,20548000,74648000,123620000,78100000,97130000,103380000,61055000,47528000,37385000,2229600,69076000,61904000,19563000,25663000,77283000,30126000,94623000,98944000,130370000,82547000,119740000,115920000,107060000,58492000,49830000,50158000,22809000,63775000,52350000,13537000,165910000,123270000,83042000,4480500,34803000,38400000,14936000,9872700,59682000,48552000,32940000,16553000,0,2721400,1230400,50770000,13213000,0,129370000,45835000,24654000,11629000,108740000,44560000
2204,NFIB,3568300000,2398400000,3156400000,302430000,175700000,101820000,11140000,2076800000,2056900000,24533000,278830000,12593000,1051200000,928390000,859130000,1117600000,1376200000,814000000,1775500000,3784600000,1910000000,643460000,829200000,43200000,1786700000,119520000,292310000,222630000,28584000,162080000,146410000,9430400,9761600,24169000,10627000,95072000,115620000,0,11230000000,6738400,2574300000,4146200000,2347800000,3231200000,0,0,1061600000,0,1635000000,1063400000,848400,6450700,0,8031000,2517300,1302800000,2983600000,58058000,4732000000,2605600000,3361500000,36310000
2205,POLR1C,207650000,180910000,92125000,55511000,41635000,51747000,19003000,2091500,17080000,8467900,73533000,0,11347000,19058000,17170000,16156000,6797400,8537400,12247000,19481000,8766700,12737000,32277000,15152000,13307000,18263000,46257000,38709000,13860000,29057000,35836000,0,0,4192100,1731900,16856000,13026000,38333000,26014000,43046000,4449700,25540000,18342000,19586000,31597000,10753000,10553000,33642000,6397700,7704200,1035800,17389000,0,6269300,9567600,0,67242000,114600000,37432000,9642400,33009000,23309000
