,Gene names,BCC Intensity 12_1L,BCC Intensity 12_3L,BCC Intensity 12_5L,BCC Intensity 27_1L,BCC Intensity 27_3L,BCC Intensity 27_5L,BCC Intensity 39_1L,BCC Intensity 39_3L,BCC Intensity 39_5L,BCC Intensity 89_1L,BCC Intensity 89_3L,BCC Intensity 89_5L,BCC Intensity 72_3L,BCC Intensity 103_1L,BCC Intensity 103_3L,BCC Intensity 103_5L,BCC Intensity 107_3L,BCC Intensity 111_3L,BCC Intensity 49_3L,BCC Intensity 105_3L,BCC Intensity 16_3L,BCC Intensity 99_1L,BCC Intensity 99_3L,BCC Intensity 99_5L,BCC Intensity 109_3L,BCC Intensity 73_1L,BCC Intensity 73_3L,BCC Intensity 73_5L,BCC Intensity 92_1L,BCC Intensity 92_3L,BCC Intensity 92_5L,BCC Intensity 54_1L,BCC Intensity 54_3L,BCC Intensity 54_5L,BCC Intensity 104_1L,BCC Intensity 104_3L,BCC Intensity 104_5L,SCC Intensity 21_1L,SCC Intensity 21_3L,SCC Intensity 21_5L,SCC Intensity 31_1L,SCC Intensity 31_3L,SCC Intensity 31_5L,SCC Intensity 32_1L,SCC Intensity 32_3L,SCC Intensity 32_5L,SCC Intensity 90_1L,SCC Intensity 90_3L,SCC Intensity 90_5L,SCC Intensity 59_3L,SCC Intensity 88_3L,SCC Intensity 110_3L,SCC Intensity 45_3L,SCC Intensity 60_3L,SCC Intensity 95_3L,SCC Intensity 101_3L,SCC&BCC Intensity 25_1L,SCC&BCC Intensity 25_3L,SCC&BCC Intensity 25_5L,keratosis Intensity 33_1L,keratosis Intensity 33_3L,keratosis Intensity 33_5L
2633,AKAP2,8142900,126760000,0,28247000,4463600,18908000,31102000,51181000,36802000,17701000,69612000,15851000,27431000,19516000,9912800,23953000,5453500,8459100,19678000,48315000,47378000,9517000,71442000,26759000,22931000,176120000,113160000,114840000,44416000,25608000,42654000,31918000,47672000,39743000,9586400,0,32460000,1512700,71536000,44784000,6604200,6012800,9809100,4334600,3205200,2913500,3433000,145430000,1101900,0,266240,2151600,0,12345000,3988800,0,11448000,26331000,23634000,1328700,13201000,0
2634,LEMD3,58459000,65682000,55539000,33357000,16183000,41135000,4092200,6560200,6005700,2694600,28450000,0,0,2739200,2879000,0,2231300,18955000,17098000,17703000,18141000,2085600,20747000,13315000,13830000,19917000,73580000,88968000,3235000,9040300,21555000,0,0,8331800,737720,2256400,0,7930400,0,11416000,7276500,7042900,1972100,5882100,3729800,0,0,28613000,0,3811000,0,5161400,1412200,6925600,0,0,25362000,18080000,6388600,0,0,0
2635,YARS2,80087000,39342000,42661000,543150,0,0,0,1527800,5085600,615580,21156000,0,0,8862200,0,5830500,0,0,0,0,0,2927100,0,4192100,0,1319300,0,2061900,1587000,0,0,0,0,0,0,1301900,702550,505330,0,0,3980800,0,0,8967800,523970,0,0,10756000,3911900,0,0,0,0,0,0,0,0,1010500,0,2037800,8660700,2318700
2636,DHRS7,93881000,37503000,28541000,11475000,14526000,3078700,32289000,55292000,32790000,6003600,150250000,13059000,39358000,12386000,156540000,46675000,8012800,1610500,31301000,71753000,0,3361400,9368000,5541200,31783000,116710000,64085000,109070000,42972000,115690000,14132000,7770700,9519100,4218600,42424000,42181000,33036000,49491000,0,35186000,58910000,59126000,26144000,45812000,56040000,44657000,4577300,481090000,0,20396000,931700,5727000,15071000,28998000,6748800,14212000,0,3077900,0,22223000,84162000,39668000
2637,REXO2,153510000,192060000,81778000,21223000,8102400,14419000,51517000,22737000,37796000,31435000,58182000,34254000,20380000,58071000,49842000,49941000,15903000,8653300,11314000,36212000,8772200,8716300,12460000,8053500,19093000,57401000,33833000,60530000,53192000,78958000,82016000,21356000,14120000,17533000,17894000,41122000,29517000,145020000,102950000,131710000,51553000,42956000,48163000,54445000,53133000,73417000,112310000,112370000,15144000,12747000,5275300,0,4581700,18046000,3762600,26107000,46858000,83999000,83373000,42379000,64265000,68331000
2638,HDGFL3,79576000,211100000,169280000,181530000,88435000,202360000,68555000,69368000,37025000,12591000,51792000,27383000,48434000,19134000,6713600,15766000,21278000,84918000,23709000,0,35535000,2102500,102000000,52085000,7966100,122140000,289140000,155920000,20140000,87273000,116060000,16685000,41783000,97831000,5509700,5775100,10819000,16413000,107640000,89433000,33779000,42093000,54839000,17998000,12958000,8647000,18628000,41449000,2561900,9654400,0,7088300,0,4107100,0,0,128720000,98898000,52658000,10801000,27602000,38176000
2639,NEU2,11770000,8831900,8071700,0,0,0,0,0,0,6171100,0,0,0,2530800,0,0,0,0,0,0,0,3466100,0,0,0,5354900,0,0,16612000,0,0,0,0,0,0,5556400,0,0,0,32438000,0,0,0,4760800,0,40866000,0,0,2745700,0,2087100,0,0,0,0,69078000,0,0,0,24902000,30268000,31869000
2640,HBS1L,53328000,35633000,46726000,19056000,3808100,35567000,0,0,9725200,0,26004000,0,0,0,4959900,0,0,1510700,3224700,3065200,5373500,1457900,12978000,0,8619500,18555000,12486000,10450000,6867000,0,12613000,0,0,8985500,0,9253000,5680300,7290500,9403000,7521200,3002100,1515300,1802000,12438000,6612100,4560100,2675200,15210000,0,8965200,269710,29964000,782570,6784800,0,0,10520000,37543000,4678300,0,6487300,2308700
2641,LAS1L,149420000,94155000,99434000,51890000,7714700,53611000,50260000,48209000,19366000,18720000,20476000,0,0,10568000,6116800,0,4601800,1798700,6252700,12549000,8834100,5609000,18433000,3565300,2765100,0,18465000,44659000,3606300,24384000,19487000,503290,8652500,8866100,4043700,0,0,10906000,73448000,83345000,1835400,40969000,11941000,0,25950000,20607000,0,13686000,25577000,1123000,0,24017000,1103500,4637900,491950,0,141110000,62869000,21414000,20051000,33816000,14478000
2642,ATP6V1D,41804000,0,0,3513700,0,0,12917000,20376000,17166000,37550000,34256000,22213000,7846100,69625000,27904000,37057000,2514600,1401700,10244000,37305000,0,7460200,7924100,3976400,9016000,6901700,12878000,5042800,19908000,39415000,2891400,0,4574000,1876700,0,20489000,12680000,66676000,24385000,56440000,34042000,6543600,3211500,31387000,25550000,29278000,22129000,58225000,21473000,6943000,4945700,0,781480,18907000,0,4596400,0,20458000,0,18314000,44503000,26473000
2643,TNPO3,214430000,38244000,31270000,15024000,0,41655000,5661700,0,8721800,11723000,43844000,4642100,830050,11150000,33013000,5042200,2310300,7601000,3777100,12858000,1514600,11692000,11311000,14557000,8844100,2831300,21940000,7613100,29760000,15554000,16579000,0,9220500,5513700,111240,4021900,8888700,17527000,15574000,32224000,15006000,15203000,13778000,5980800,6547400,0,0,85372000,8359400,7669300,0,8908800,0,6252100,0,0,37653000,17677000,10677000,0,14478000,6031800
2644,SRPRB,180770000,80285000,30246000,0,0,0,8887500,15900000,21268000,6329700,139990000,9345900,34727000,92528000,99447000,90160000,12689000,5297700,90097000,109620000,7046100,8677200,12107000,14557000,43948000,93971000,27447000,52046000,84765000,125500000,23453000,0,0,7479600,11238000,137800000,61472000,28836000,0,0,17952000,7365800,3077100,20664000,54199000,33792000,6464800,216470000,51991000,41149000,6709500,2097300,7448100,26695000,7915600,0,0,0,0,21480000,48837000,48040000
2645,CERT1,39688000,80303000,5493100,0,1793200,69697000,1920900,2641300,1748000,8256300,21513000,0,6911200,3940600,0,0,0,13052000,0,10387000,7413000,4272600,9496900,3778900,0,0,0,0,0,0,0,0,0,0,0,0,0,1975300,0,0,7107800,8827300,0,1840900,3015900,2791200,5585900,26256000,0,7931300,726430,9435700,232110,4868700,926650,0,23102000,45657000,15711000,2239500,9809900,1052000
2646,SNX9,99899000,106110000,73131000,13873000,4376700,30873000,31604000,49042000,32824000,13096000,105290000,10599000,25328000,40862000,14474000,54511000,10208000,5818400,27698000,37622000,26492000,6568400,27426000,18732000,26866000,72045000,70257000,84988000,32414000,15918000,27851000,2448400,37439000,5223100,37292000,37328000,52477000,12981000,60009000,41288000,9128000,10928000,21076000,6771000,7758700,9094100,2903600,95839000,2798600,28660000,1333500,0,4866600,19958000,5538800,1155500,36680000,48500000,32715000,4681800,22398000,2848100
2647,ST14,95593000,163110000,34342000,33026000,16338000,72438000,2878900,1753800,13680000,19388000,29576000,15601000,15504000,16563000,5977900,12112000,20596000,25309000,6106300,17815000,12711000,30809000,68846000,33813000,24868000,63916000,180280000,91279000,18888000,6963200,3883300,6643400,0,15874000,8570000,33387000,22428000,45997000,33618000,40818000,7484700,7945000,2645700,24622000,29403000,15992000,22984000,40368000,6854100,38314000,1978800,2338700,2706600,21960000,0,0,27390000,62630000,27106000,11086000,22477000,5963000
2648,LRRFIP2,85466000,81006000,118380000,20471000,6726200,105540000,13090000,0,0,28117000,9023400,22743000,6450900,12524000,0,18541000,5788200,0,2541400,0,6408600,13742000,14703000,5644400,7612000,58740000,145300000,155790000,60446000,13146000,24138000,0,7401600,20666000,4971100,10122000,4251700,111790000,27415000,32082000,39290000,18316000,15013000,57897000,51160000,4287000,10697000,26240000,6151600,0,227910,6081500,0,13360000,3229600,0,112790000,109320000,67851000,11066000,21251000,25671000
2649,NCOR2,138210000,0,0,16985000,7056800,5275900,12022000,1548500,13519000,0,18168000,0,2066300,0,0,6299000,4005100,4433800,4662900,2517300,61553000,0,13052000,5824100,0,5047700,28295000,21992000,0,7855300,7187900,0,0,0,0,0,5045400,0,0,0,0,0,619110,0,0,0,0,16199000,0,24785000,0,28192000,0,1785600,0,0,0,8468100,0,0,0,0
2650,FKBP7,16879000,79844000,43068000,38379000,11197000,46036000,8717600,24161000,12844000,20293000,50631000,14072000,67074000,3101200,7591300,4321800,22496000,20514000,3712100,18704000,32377000,1126300,34403000,4459600,23336000,71849000,102300000,34901000,2495900,18296000,14174000,11111000,29751000,56169000,0,0,0,0,17071000,31899000,21979000,23475000,25838000,0,0,0,6284900,23148000,5559300,10417000,0,2477200,0,3262900,0,0,14514000,14660000,23637000,0,1959000,0
2651,AP1M2,90222000,63955000,55116000,0,0,0,2106800,1627100,5443700,6673400,11699000,6683800,0,24970000,0,9799900,4369900,0,0,6435600,0,3613900,4903600,0,4914100,0,0,8026900,9789300,19764000,11103000,0,0,0,0,18187000,0,22853000,0,21321000,6975000,0,0,14805000,7223500,0,2952600,0,6267900,3978500,2198700,3178700,0,1612800,0,0,0,0,0,0,5190500,2436700
2652,WASF2,290250000,348320000,239560000,116600000,75657000,102200000,34071000,61197000,55327000,72462000,105980000,59824000,40257000,41292000,37042000,31680000,69702000,41124000,71668000,68254000,17697000,19847000,82876000,50404000,31722000,34270000,91975000,136170000,72946000,46075000,45779000,10691000,35857000,27564000,10653000,41077000,27621000,196560000,172580000,175280000,105300000,96911000,101350000,91196000,102050000,54070000,46539000,109070000,5599100,30885000,15126000,21781000,11677000,37984000,9514800,2587800,236800000,303370000,172100000,36143000,127950000,74487000
2653,XIRP2,227480000,121590000,150670000,9540600,63845000,70306000,45124000,28682000,54046000,5363300,75011000,24716000,68291000,4308400,69279000,0,10634000,17936000,0,49639000,19536000,30267000,16312000,0,0,36410000,36283000,13443000,30480000,16623000,16192000,6991500,7528100,0,62278000,48923000,89778000,34957000,123090000,155530000,35004000,67169000,50416000,18882000,39877000,15443000,2413800,2019500,1098300,62808000,0,5534400,23151000,14184000,45687000,0,241330000,114620000,169040000,28380000,56288000,77537000
2654,PGP,33637000,88192000,12516000,0,0,0,4818700,14849000,4175800,5277000,21776000,0,2941600,21151000,16835000,4850200,4790200,5570800,7282700,14625000,6612300,0,0,0,6286300,19525000,14227000,10847000,28340000,30397000,0,0,0,0,0,0,0,0,0,13952000,7018500,0,0,0,0,10896000,5575100,38537000,3513300,3294900,2130300,4053700,601580,18721000,11416000,5266200,0,0,0,5175500,8995100,2086500
2655,DNASE2,200720000,273000000,178990000,46480000,1525500,26130000,7229000,3805400,14086000,24721000,53487000,16032000,19232000,18998000,0,0,0,2944500,24963000,16814000,11060000,0,17907000,7058900,6018600,46404000,56941000,54642000,33470000,43954000,12772000,16204000,7458300,25498000,24967000,45577000,38218000,11345000,48087000,81285000,12758000,13146000,7834800,2294300,6661900,5293800,6224400,30149000,0,5851400,0,0,4724900,11674000,0,0,73341000,71397000,0,1852600,40474000,33344000
2656,SMAP,403160000,592500000,283680000,268220000,117170000,795460000,82488000,67350000,197760000,110790000,231410000,62634000,62023000,12517000,37879000,5505300,48689000,78263000,317770000,69702000,230010000,55643000,150690000,115660000,92407000,111090000,81515000,156620000,0,147140000,47748000,15320000,0,45133000,16396000,17879000,35456000,108910000,273910000,216900000,212320000,107560000,182780000,92713000,61609000,42032000,49022000,101930000,17229000,49131000,2695300,42336000,9922200,55290000,34114000,0,532190000,531820000,223030000,59172000,150730000,80223000
2657,LGALS8,41436000,59607000,26588000,41256000,46437000,34553000,2568100,0,30319000,0,103590000,0,4547500,14824000,24304000,3530900,49584000,10802000,14187000,20474000,8344000,1495500,36716000,8759900,7103400,67049000,204140000,117630000,23172000,159230000,102310000,0,0,3872700,0,25836000,38083000,9773100,0,9889200,0,0,5944000,6712800,0,3407000,0,3114000,0,10492000,3317800,6035200,759760,1400400,0,0,0,0,13746000,2057500,3889900,0
2658,NDUFS8,201830000,272710000,170730000,31022000,2247900,12606000,58561000,84312000,18669000,42199000,151160000,59961000,75001000,122620000,79762000,107240000,46082000,12382000,30918000,85539000,10181000,20791000,56685000,20204000,19063000,35388000,110460000,51896000,92466000,64110000,72926000,4464200,16997000,19584000,41006000,20825000,21170000,62382000,128100000,138110000,30923000,21829000,7056800,52017000,52334000,10556000,73131000,119910000,24847000,8718000,291570,1865500,2490500,12316000,11992000,0,98133000,106750000,51141000,21627000,104370000,39524000
2659,WASL,21779000,37325000,20424000,45615000,12634000,9153200,0,2989500,2389900,6901600,38170000,4604000,9906200,8782400,6509500,17142000,6929800,792430,12464000,9739200,23512000,1404200,5036000,11930000,7582500,8699200,36154000,39247000,0,28639000,4372800,0,0,0,0,0,0,0,0,0,26673000,0,0,0,20620000,0,5937200,29815000,691110,2068300,0,719410,0,5203700,467220,0,26186000,16010000,0,0,0,5279900
2660,PPP6C,96834000,23974000,33975000,12555000,2889200,9963300,5877600,9264000,11197000,21091000,95830000,12034000,19381000,37881000,62837000,35980000,18464000,19964000,20679000,51205000,14051000,11384000,22458000,21028000,29234000,48354000,33867000,29034000,40772000,77929000,36269000,3212700,6362800,17142000,15310000,28213000,60547000,24080000,28939000,39032000,17638000,21448000,11627000,10944000,12317000,15985000,18333000,99660000,25569000,13629000,4567100,9072600,5369200,24713000,3003100,4795000,8945200,35869000,0,0,31569000,12822000
2661,CES2,12669000,8376500,9609800,3686800,0,0,4025600,0,1393500,0,2593700,4202500,0,6023700,6090900,1833200,4606800,0,0,3192200,0,6226300,0,0,0,14152000,4966500,18506000,17813000,4133400,5468700,0,6972500,8554300,0,0,6795400,13756000,32830000,5725900,0,40787000,18855000,40819000,42923000,11562000,9494600,106040000,1665900,0,0,0,0,2341000,0,0,11175000,0,0,0,0,5416000
2662,NDUFAB1,487520000,690070000,318230000,127910000,28921000,59938000,166990000,225210000,107580000,194190000,313370000,187600000,157650000,136420000,120120000,61119000,65431000,16637000,0,84840000,9145400,33671000,122230000,61093000,52488000,223160000,245370000,205180000,171820000,115500000,223580000,6091400,35673000,80465000,76701000,52056000,44765000,111070000,228070000,312130000,145440000,105260000,55435000,100880000,113200000,47496000,139700000,296060000,82511000,18227000,0,5777500,0,99844000,42943000,878860,205520000,257050000,99895000,68689000,167280000,61195000
2663,ADAM10,37058000,95793000,75851000,0,3542500,25298000,51120000,10069000,33359000,42951000,53647000,19918000,13504000,0,43415000,4808700,15977000,7718700,43132000,49482000,38556000,11569000,26212000,29565000,12772000,31054000,44241000,30502000,24464000,34735000,33259000,5414400,3523000,6477200,8702900,0,10323000,11082000,9595000,12049000,22951000,0,21183000,35650000,42447000,19358000,12085000,174990000,13006000,16141000,797410,21735000,2891300,14213000,0,0,96208000,15587000,47358000,6552400,50426000,21149000
2664,HAT1,241490000,80890000,37258000,45063000,19693000,14736000,10243000,0,15481000,15751000,145470000,0,3841700,13888000,15057000,6289000,13237000,20330000,18591000,36745000,9394800,15858000,41222000,9568200,15035000,24796000,55639000,73813000,9286300,25809000,38545000,0,0,14483000,3206900,11544000,23496000,10644000,81329000,33505000,11977000,2139800,1939100,11595000,21628000,6378600,0,77343000,2837900,17957000,2062100,24623000,3884100,29630000,8269300,0,115990000,41100000,40626000,0,7721200,4878800
2665,CYB5B,237130000,245120000,176570000,126200000,16909000,22092000,72756000,80189000,94795000,69611000,219820000,67533000,88904000,96140000,101900000,63878000,52090000,34165000,19318000,77593000,17432000,24568000,135140000,47452000,41106000,78683000,138590000,84825000,30802000,68605000,60124000,12317000,26888000,35779000,13653000,58060000,40431000,71012000,156230000,174880000,76210000,114710000,157550000,77351000,72655000,58758000,53581000,363010000,43238000,4235600,7311800,7588000,0,52331000,35290000,0,120360000,178690000,77545000,44127000,94000000,16593000
2666,CA12,186280000,141930000,90386000,0,0,83835000,6079100,0,11695000,35880000,21854000,58926000,0,8267200,0,5041000,23019000,11724000,0,18208000,0,32322000,38466000,22729000,13413000,32412000,3903300,21814000,53138000,0,21795000,12883000,14972000,30297000,23973000,21029000,13730000,58919000,79534000,36164000,50545000,85061000,19804000,41852000,31805000,20199000,30664000,50880000,6600400,18868000,4649400,15843000,0,5995200,0,0,85638000,58839000,101830000,26207000,60752000,49473000
2667,PRPSAP2,62809000,9088700,4804300,11409000,2653100,5426700,7870000,9353100,10835000,22366000,79989000,3992900,9127700,31519000,22094000,23683000,7196700,4259700,40280000,26824000,10973000,2175800,8252000,6914600,26127000,11555000,69577000,45391000,26991000,75675000,19756000,5059000,0,2243200,0,37200000,18575000,29231000,5101900,9605900,9545500,4290900,5640700,12439000,12808000,6721600,6074600,80471000,11204000,10437000,3332700,5622200,3059900,12158000,7744100,0,5380300,12967000,4294300,7941800,12936000,12890000
2668,FADS1,105450000,69753000,85725000,0,0,0,0,0,0,0,0,11567000,0,89556000,0,8812900,0,0,0,0,0,0,0,0,0,3878400,0,0,54248000,0,3642900,0,0,0,0,4091400,0,0,4807200,0,0,0,0,0,0,0,15179000,5131600,10239000,0,0,622340,526270,2921400,0,0,0,0,0,0,0,0
2669,PQBP1,216360000,256830000,160820000,56284000,26745000,193820000,12638000,18741000,18939000,54262000,38124000,49830000,24113000,4088800,34493000,4362000,23104000,6219400,30888000,32906000,29411000,21406000,55916000,31065000,25167000,47317000,80256000,60869000,25757000,87864000,53248000,5661600,0,7818600,4098500,33168000,23312000,27704000,46484000,64656000,50196000,23360000,40564000,18932000,37993000,8430500,28197000,30325000,0,30287000,0,36576000,0,4350800,4442100,0,208530000,155770000,71894000,10391000,29159000,36339000
2670,DNAJB6,53852000,238010000,66594000,43925000,0,73471000,0,0,33527000,44427000,75505000,31273000,8716400,19231000,42485000,5203200,0,8401400,3465900,9945000,5654500,12439000,28979000,4797300,6297700,4106100,10954000,5575300,0,0,0,6118300,3373200,0,0,0,0,41273000,16799000,18216000,60452000,48035000,25248000,29133000,53716000,19038000,43680000,83532000,2665200,16275000,0,21919000,0,6003000,0,8490900,57079000,130600000,12930000,0,20599000,0
2671,ZPR1,78823000,29046000,6303200,9479700,7006600,13807000,0,1623500,7625500,6077300,15189000,3022400,4675000,9316100,3962800,4720000,1554500,3883100,3258900,5478800,0,3597500,8836900,2832000,1637100,5177400,5714500,5258100,9055300,7410300,6365200,684590,2691100,0,1669900,3976600,3598100,80055000,6385600,5051100,37889000,44160000,11226000,14925000,9300100,39710000,5674100,11853000,0,10356000,1451200,0,0,4521400,724300,0,6784400,59383000,39896000,16879000,47280000,19746000
2672,SPAG7,58982000,91349000,37006000,23265000,19065000,7151300,25681000,4584000,53093000,14939000,19176000,5900300,14193000,4645600,0,0,6068400,2114100,5058700,0,4212100,1725100,11967000,7925600,605070,6615100,21109000,11389000,19582000,2127000,15437000,4679400,0,3795700,0,0,0,15826000,12856000,19307000,23937000,4887600,2366800,25288000,10227000,4203800,0,6964400,0,0,0,0,669910,7206200,5904300,0,64981000,32633000,30200000,0,24389000,11574000
2673,AP1G2,27872000,6588600,13079000,0,0,0,10231000,0,0,2991800,0,1747000,0,3492500,0,1517800,5605500,0,0,2246400,0,0,0,0,1777800,0,4767100,0,0,0,0,0,0,0,0,39897000,16759000,0,0,8033100,0,0,0,2940400,2047000,4251000,0,16032000,0,1117800,0,0,0,0,0,0,0,0,0,0,2615300,0
2674,ATRN,5076400,31696000,21311000,2646300,0,12293000,1409700,1745400,947510,64941000,211760000,24922000,39070000,0,70618000,0,30840000,14285000,25147000,90979000,79989000,16340000,53552000,21904000,5229300,0,0,0,5982000,2061600,2446200,3419300,0,3069000,24767000,0,7524900,16699000,93302000,24031000,0,0,0,1826000,497270,0,24396000,31788000,13715000,4981500,0,16413000,846570,16045000,16282000,2583800,36557000,4150600,27841000,0,0,1598500
2675,RBBP9,63706000,78246000,39852000,16065000,4308500,13613000,7750700,10526000,6319700,61833000,366920000,34988000,29833000,96381000,46052000,53770000,48706000,13364000,0,16458000,4597500,7280500,22588000,4956500,19389000,93603000,67573000,118690000,116830000,169220000,57362000,14007000,49453000,39265000,25576000,53162000,62747000,22070000,16187000,37078000,10654000,2825300,4486500,9444900,7534100,12701000,43554000,137290000,20350000,4233600,3867200,4836100,611460,16030000,9749400,5616000,4169900,5375200,3629200,12342000,26667000,7885200
2676,OAS1,83526000,39810000,15799000,0,804280,0,0,0,0,4406400,70579000,2230500,0,28322000,0,3782900,2372900,0,0,0,0,800200,0,0,0,0,0,0,5715800,0,0,0,0,0,0,0,0,5572600,9378900,9276600,0,0,0,4094800,18491000,9465200,0,14223000,0,0,0,1062600,3959300,12837000,0,860170,0,8913400,5415900,462270,9185600,0
2677,LDLR,5364500,45731000,28825000,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3175400,0,4250400,0,0,1057400,355060,0,0,0,0,0,0,0,0,0,0,0,0,0,17407000,0,80062000,1814300,2308200,0,2432800,1118000,0,0,23413000,990150,0,378860,3822100,0,0,0,0,2205000000,0,198780000,0,0,37701000
2678,COL2A1,283720000,285730000,374540000,134260000,16013000,435260000,227640000,288060000,87790000,314530000,12421000,379470000,454190000,251700000,78526000,212920000,293580000,102520000,119810000,20560000,60648000,59942000,84641000,53594000,242800000,15531000,11765000,42052000,265060000,0,50087000,2045200000,1331100000,966190000,151610000,44674000,100350000,78165000,1953300000,979130000,316650000,144090000,303390000,130300000,112400000,837790000,349460000,49236000,96492000,7044000,582610,0,2484100,12797000,5347400,295630000,683840000,225490000,738210000,1149700000,277090000,1250400000
2679,C1QA,75765000,116820000,88310000,14722000,0,106320000,71328000,91870000,36574000,75189000,53932000,63263000,218790000,31268000,234530000,48650000,64211000,45097000,29467000,52378000,0,83054000,12284000,14495000,37136000,39148000,21991000,30245000,40439000,46178000,53027000,29950000,23946000,23436000,88653000,24131000,30123000,21071000,265340000,208120000,3817100,9833300,20027000,16936000,38944000,43522000,43147000,75623000,55582000,4752300,0,10941000,27829000,36444000,34934000,21835000,391510000,93220000,170790000,37784000,70739000,12661000
2680,C1QB,150330000,305030000,196280000,108930000,15291000,219000000,168890000,170490000,81216000,123180000,203930000,87732000,469360000,92801000,497600000,71784000,122420000,83529000,62109000,109260000,59633000,137900000,92535000,45643000,113230000,41976000,46281000,33710000,75234000,167650000,181670000,68043000,48355000,43951000,151170000,98381000,122060000,151170000,652100000,431260000,50141000,39763000,56439000,43774000,47866000,37214000,100300000,149000000,101020000,59716000,5613400,23445000,117690000,70238000,63640000,30455000,690880000,177840000,246990000,82123000,139930000,72955000
2681,ANG,153500000,317540000,373660000,43565000,19447000,38251000,39481000,83963000,90595000,470360000,103620000,616760000,337440000,287790000,89307000,192850000,213760000,10284000,30585000,51834000,61549000,53966000,50390000,21968000,80278000,121120000,31279000,82128000,900270000,186470000,151950000,338790000,98561000,285200000,788650000,446800000,703370000,42270000,961040000,777240000,105240000,52173000,46634000,6137400,3834800,33989000,238740000,63098000,88463000,8396700,0,0,61943000,51301000,27273000,3122100,128500000,36808000,57423000,30553000,59302000,125000000
2682,CD74,225040000,92752000,145320000,3552400,1787500,35554000,112960000,169220000,31772000,43761000,79200000,33241000,89467000,42020000,36622000,64059000,19387000,479850,38437000,22785000,0,26197000,35024000,11563000,19970000,99410000,80065000,75449000,55406000,60539000,55717000,60943000,51669000,51921000,18738000,23058000,5458100,185710000,152350000,149590000,129170000,49348000,129130000,97536000,141330000,158530000,20061000,45373000,9972900,7443900,3495500,0,1379500,35392000,0,0,226670000,269470000,106750000,181480000,494980000,228610000
2683,HLA-DPB1,13926000,20397000,0,3119800,0,13775000,4979900,29872000,0,24627000,87630000,8703400,70401000,4761700,0,5642500,5270500,2556100,59645000,21374000,7449500,9310700,3985900,8411900,31015000,74718000,19210000,14998000,9256500,34615000,25408000,7085700,30589000,12532000,7153700,25027000,5958300,80275000,52241000,49965000,0,0,0,18270000,6211200,0,10350000,84414000,0,20302000,0,4962500,4169400,8771100,0,0,25872000,100050000,10645000,24097000,116200000,46690000
2684,HMGN1,339580000,83025000,181910000,666420000,223620000,832350000,291050000,346910000,391190000,314230000,547680000,301500000,257180000,91725000,150380000,59189000,143390000,42498000,293820000,237170000,550360000,49381000,174440000,126100000,310260000,1085300000,2372200000,1606700000,384020000,628660000,933010000,342590000,122040000,403400000,422650000,663700000,865950000,170730000,377820000,260680000,367910000,318010000,139300000,216090000,190000000,61011000,203870000,162030000,32009000,81521000,1637200,13513000,8453600,58583000,20735000,0,904520000,1090300000,314430000,208200000,562750000,369920000
2685,SLC25A5,1317000000,982980000,352430000,80240000,25141000,200660000,20415000,13419000,20342000,38928000,580030000,27552000,89468000,769300000,148340000,467370000,77028000,95793000,755900000,177600000,99468000,52211000,64319000,94886000,34065000,126890000,182120000,109220000,785360000,299150000,152440000,24747000,152580000,67271000,95782000,564440000,376180000,40289000,35033000,142180000,9786900,8103700,12029000,23180000,32104000,21791000,44890000,959240000,263770000,87267000,16272000,221990000,148860000,74215000,101400000,16460000,193110000,150980000,64646000,35701000,56621000,46684000
2686,PCCA,33299000,39738000,39103000,16493000,0,24445000,0,0,24377000,6259500,22637000,4653500,4048800,28126000,0,14351000,5292500,1081600,1454600,5344100,15837000,5215300,26851000,14547000,22859000,1611000,10781000,4977400,11850000,16740000,10423000,0,4308300,5300300,3148900,10464000,7415600,0,13027000,26506000,8517600,0,944110,1674200,0,0,0,0,1917300,4983200,0,6832900,0,2663000,0,0,16530000,7820300,10451000,11152000,10061000,4625200
2687,SERPINA7,32891000,23077000,32817000,5760000,2286500,3339900,27655000,16133000,5092500,45189000,5503200,24270000,5572300,5381300,23814000,2127200,14019000,0,3785100,12264000,1448600,2920300,2927000,5279600,11325000,0,0,1609200,12612000,3944400,2936900,11488000,6744100,6099400,20930000,18727000,23139000,34672000,164970000,77028000,1982200,0,0,0,0,0,19503000,8813600,8178700,4273200,0,0,1759100,12322000,55341000,0,52203000,16955000,82491000,0,7124900,3695100
2688,TUBB,4153800000,6067800000,2211000000,1331700000,395660000,1833600000,846640000,1192900000,1042100000,2008000000,6711200000,1261100000,1001600000,1446400000,2710900000,1362400000,1502600000,2070400000,2554000000,3118900000,2036000000,848840000,2635000000,1809900000,1829500000,2582600000,4193400000,4310900000,1904900000,4871200000,3104600000,726130000,1425300000,1343100000,669970000,1859400000,1692600000,1033600000,3701700000,2117400000,481380000,589370000,1635500000,636560000,698710000,399810000,1735600000,6969900000,873740000,806150000,299970000,2209600000,474710000,994770000,645460000,199340000,4012100000,2883700000,1450700000,261090000,759420000,422480000
