,Gene names,BCC LFQ intensity 12_1L,BCC LFQ intensity 12_3L,BCC LFQ intensity 12_5L,BCC LFQ intensity 27_1L,BCC LFQ intensity 27_3L,BCC LFQ intensity 27_5L,BCC LFQ intensity 39_1L,BCC LFQ intensity 39_3L,BCC LFQ intensity 39_5L,BCC LFQ intensity 89_1L,BCC LFQ intensity 89_3L,BCC LFQ intensity 89_5L,BCC LFQ intensity 72_3L,BCC LFQ intensity 103_1L,BCC LFQ intensity 103_3L,BCC LFQ intensity 103_5L,BCC LFQ intensity 107_3L,BCC LFQ intensity 111_3L,BCC LFQ intensity 49_3L,BCC LFQ intensity 105_3L,BCC LFQ intensity 16_3L,BCC LFQ intensity 99_1L,BCC LFQ intensity 99_3L,BCC LFQ intensity 99_5L,BCC LFQ intensity 109_3L,BCC LFQ intensity 73_1L,BCC LFQ intensity 73_3L,BCC LFQ intensity 73_5L,BCC LFQ intensity 92_1L,BCC LFQ intensity 92_3L,BCC LFQ intensity 92_5L,BCC LFQ intensity 54_1L,BCC LFQ intensity 54_3L,BCC LFQ intensity 54_5L,BCC LFQ intensity 104_1L,BCC LFQ intensity 104_3L,BCC LFQ intensity 104_5L,SCC LFQ intensity 21_1L,SCC LFQ intensity 21_3L,SCC LFQ intensity 21_5L,SCC LFQ intensity 31_1L,SCC LFQ intensity 31_3L,SCC LFQ intensity 31_5L,SCC LFQ intensity 32_1L,SCC LFQ intensity 32_3L,SCC LFQ intensity 32_5L,SCC LFQ intensity 90_1L,SCC LFQ intensity 90_3L,SCC LFQ intensity 90_5L,SCC LFQ intensity 59_3L,SCC LFQ intensity 88_3L,SCC LFQ intensity 110_3L,SCC LFQ intensity 45_3L,SCC LFQ intensity 60_3L,SCC LFQ intensity 95_3L,SCC LFQ intensity 101_3L,SCC&BCC LFQ intensity 25_1L,SCC&BCC LFQ intensity 25_3L,SCC&BCC LFQ intensity 25_5L,keratosis LFQ intensity 33_1L,keratosis LFQ intensity 33_3L,keratosis LFQ intensity 33_5L
30,IQGAP1,11188000000.0,5754700000.0,8508700000.0,12279000000.0,10091000000.0,7677800000.0,7408900000.0,8063500000.0,11134000000.0,4179100000.0,3648100000.0,3554100000.0,2341900000.0,4330800000.0,3606100000.0,5348200000.0,3176400000.0,2471400000.0,2285600000.0,3158000000.0,2197500000.0,3532900000.0,3500700000.0,3013600000.0,2504900000.0,3620000000.0,3753800000.0,4714800000.0,3024800000.0,1901900000.0,2457600000.0,2909800000.0,2596400000.0,3205400000.0,2742900000.0,2470700000.0,2474100000.0,13953000000.0,8734800000.0,9774000000.0,7949100000.0,16382000000.0,12203000000.0,16090000000.0,13878000000.0,14343000000.0,2898000000.0,4933400000.0,2099300000.0,2914900000.0,2667700000.0,4144800000.0,2543200000.0,4033400000.0,3295200000.0,1358700000.0,9725500000.0,11127000000.0,13656000000.0,12600000000.0,12131000000.0,12168000000.0
31,SYNE2,594890000.0,119510000.0,538680000.0,2219800000.0,2051900000.0,1900800000.0,323930000.0,392710000.0,679720000.0,214280000.0,618630000.0,173190000.0,181480000.0,77413000.0,73465000.0,111540000.0,462340000.0,519840000.0,18642000.0,130210000.0,178700000.0,99134000.0,679090000.0,645880000.0,370570000.0,392610000.0,746570000.0,1940100000.0,158450000.0,642360000.0,581860000.0,640300000.0,20595000.0,180250000.0,126930000.0,183280000.0,195720000.0,383140000.0,241170000.0,521710000.0,258830000.0,826480000.0,348920000.0,845720000.0,876400000.0,513000000.0,78158000.0,736550000.0,114320000.0,373970000.0,8292500.0,2061600000.0,86045000.0,200600000.0,44917000.0,0.0,795640000.0,1289800000.0,1370600000.0,479600000.0,551760000.0,645410000.0
32,COL1A2,152130000000.0,185220000000.0,221230000000.0,171390000000.0,83641000000.0,202540000000.0,386190000000.0,477510000000.0,206420000000.0,106230000000.0,9124300000.0,139030000000.0,84376000000.0,87411000000.0,15071000000.0,124320000000.0,73879000000.0,30157000000.0,53031000000.0,9559600000.0,31043000000.0,45011000000.0,26554000000.0,50138000000.0,76700000000.0,22614000000.0,13687000000.0,18703000000.0,121820000000.0,11466000000.0,26377000000.0,384130000000.0,290110000000.0,252160000000.0,198170000000.0,77043000000.0,98158000000.0,106620000000.0,436010000000.0,508910000000.0,326850000000.0,291920000000.0,439330000000.0,130370000000.0,87484000000.0,24461000000.0,127900000000.0,15302000000.0,76645000000.0,9994000000.0,12040000000.0,1696100000.0,16738000000.0,19919000000.0,9868500000.0,1973900000.0,293100000000.0,225200000000.0,399580000000.0,59325000000.0,51435000000.0,80271000000.0
33,COL12A1,427620000.0,484960000.0,336030000.0,3254200000.0,1251700000.0,1096500000.0,563320000.0,1656000000.0,1409000000.0,710710000.0,678710000.0,608780000.0,703090000.0,33223000.0,1143600000.0,148700000.0,1268900000.0,472150000.0,1647800000.0,2421500000.0,3150100000.0,40869000.0,1338700000.0,629170000.0,924080000.0,570370000.0,615760000.0,856520000.0,133980000.0,677720000.0,265930000.0,316050000.0,368320000.0,65377000.0,2750400000.0,487960000.0,771660000.0,3806800000.0,3051400000.0,2812000000.0,1369500000.0,2130500000.0,7795500000.0,343460000.0,1209400000.0,798100000.0,108170000.0,2635800000.0,5376700.0,291470000.0,81842000.0,224220000.0,3041800000.0,87902000.0,143110000.0,9062800.0,3870400000.0,1161800000.0,8727000000.0,320070000.0,861240000.0,165360000.0
34,CLTC,21539000000.0,6718400000.0,11841000000.0,6999800000.0,8149300000.0,9051600000.0,10100000000.0,8711700000.0,8396700000.0,3267800000.0,4978200000.0,3022900000.0,2181200000.0,3154500000.0,3516600000.0,3206900000.0,3732500000.0,3815700000.0,2847700000.0,3510700000.0,3684500000.0,4360400000.0,3842100000.0,4528500000.0,3180300000.0,4395600000.0,2634800000.0,4475600000.0,3373300000.0,3585100000.0,4668700000.0,2165800000.0,2921100000.0,3907200000.0,2278000000.0,2663800000.0,2941000000.0,10781000000.0,9715200000.0,12330000000.0,8377600000.0,18208000000.0,10607000000.0,14052000000.0,12882000000.0,12033000000.0,2546300000.0,7811900000.0,2732400000.0,4818700000.0,3353800000.0,3383600000.0,4560600000.0,4939600000.0,2591600000.0,1704500000.0,12340000000.0,11972000000.0,9856800000.0,11740000000.0,10527000000.0,8660600000.0
35,SPTA1,1123700000.0,163440000.0,510050000.0,171660000.0,8376500.0,3076800000.0,8582400000.0,1532900000.0,547090000.0,1899100000.0,683120.0,1395300000.0,3336200.0,345860000.0,796720000.0,60210000.0,444660000.0,71969000.0,321340000.0,1622500.0,5465900.0,18424000.0,3670500.0,4931300.0,14101000.0,603090.0,1413100.0,1449800.0,1407900.0,573660.0,27816000.0,7074100.0,7585700000.0,3461400.0,23315000.0,39609000.0,352950000.0,172720000.0,272120000.0,243340000.0,52849000.0,73517000.0,111490000.0,10166000.0,25441000.0,58416000.0,1586200000.0,244780000.0,5290600000.0,5654000.0,801620.0,7166500.0,2434400.0,297130000.0,447060000.0,14203000.0,392330000.0,208630000.0,602800000.0,3170900000.0,523990000.0,1511000000.0
36,FBN1,754400000.0,545460000.0,1209900000.0,681670000.0,0.0,1512600000.0,34568000000.0,41985000000.0,6197700000.0,1084600000.0,10667000.0,1696100000.0,198330000.0,5344700.0,111840000.0,5302600.0,556820000.0,445390000.0,3338000000.0,39839000.0,3409000000.0,336550000.0,80844000.0,725330000.0,1032000000.0,10971000.0,5084200.0,98088000.0,219890000.0,148830000.0,217690000.0,1736900000.0,5860900000.0,1664000000.0,4512200000.0,1265100.0,975660000.0,51275000.0,5337800000.0,4816500000.0,560760000.0,665100000.0,1003800000.0,460310000.0,706530000.0,155180000.0,48020000.0,556140000.0,2326700.0,928870.0,1196200.0,3151200.0,1718500000.0,10966000.0,1075600.0,86308000.0,4128600000.0,1170000000.0,5589800000.0,46068000.0,152580000.0,8434400.0
37,MYH10,1393200000.0,1197400000.0,1589200000.0,10654000000.0,6674000000.0,6755400000.0,1074400000.0,1687400000.0,2033700000.0,27493000.0,392830000.0,26776000.0,445770000.0,452250000.0,220090000.0,204710000.0,620400000.0,826590000.0,639610000.0,1009200000.0,2138500000.0,210320000.0,2062300000.0,1241400000.0,1834900000.0,508870000.0,2162200000.0,1711500000.0,136790000.0,2393800000.0,1566100000.0,141820000.0,278110000.0,193920000.0,68210000.0,425510000.0,273900000.0,1472200000.0,1725100000.0,1695700000.0,1007000000.0,2117900000.0,2523200000.0,1012900000.0,1060300000.0,1199400000.0,55198000.0,323680000.0,52586000.0,195270000.0,44971000.0,1135100000.0,112960000.0,115350000.0,15720000.0,10185000.0,677080000.0,751890000.0,815610000.0,353950000.0,529180000.0,433080000.0
38,COL3A1,55642000000.0,58390000000.0,70295000000.0,33965000000.0,8589000000.0,26802000000.0,220380000000.0,288570000000.0,86456000000.0,40214000000.0,1409600000.0,60615000000.0,11569000000.0,9385500000.0,1842200000.0,9426800000.0,26993000000.0,7593100000.0,14844000000.0,1560500000.0,13781000000.0,7344500000.0,2954600000.0,11654000000.0,19006000000.0,3953300000.0,2275500000.0,6423200000.0,10155000000.0,2908800000.0,6400600000.0,88961000000.0,122770000000.0,60686000000.0,86415000000.0,9017600000.0,14464000000.0,12663000000.0,151650000000.0,157760000000.0,27702000000.0,30055000000.0,62406000000.0,14789000000.0,14102000000.0,4661300000.0,17724000000.0,3387500000.0,10168000000.0,1279500000.0,752840000.0,598810000.0,4034500000.0,1976100000.0,1347000000.0,111360000.0,131240000000.0,53894000000.0,122470000000.0,8039900000.0,7718300000.0,9989300000.0
39,RRBP1,6175800000.0,7032800000.0,6678900000.0,4402500000.0,2649600000.0,5958600000.0,3443800000.0,3391400000.0,3639800000.0,618800000.0,2103500000.0,702880000.0,5631100000.0,802930000.0,2300900000.0,1975900000.0,615310000.0,1791800000.0,5106500000.0,2902100000.0,2535800000.0,1956700000.0,1700900000.0,1415300000.0,3828400000.0,3258500000.0,1523500000.0,1568800000.0,1305300000.0,667080000.0,1061300000.0,1140700000.0,1502800000.0,800260000.0,389220000.0,372010000.0,373960000.0,6747400000.0,3842500000.0,4259500000.0,27793000000.0,18262000000.0,32611000000.0,7480300000.0,9541400000.0,5661700000.0,1237400000.0,3144900000.0,833110000.0,3283700000.0,444700000.0,2250700000.0,1253200000.0,1971200000.0,699270000.0,415240000.0,2673200000.0,4058200000.0,2338100000.0,3561600000.0,14897000000.0,6200400000.0
40,TF,67522000000.0,104630000000.0,96038000000.0,52901000000.0,33287000000.0,88765000000.0,169260000000.0,139520000000.0,88075000000.0,71223000000.0,17900000000.0,78863000000.0,27659000000.0,30299000000.0,67501000000.0,38128000000.0,55448000000.0,19259000000.0,15571000000.0,23696000000.0,25002000000.0,27389000000.0,16358000000.0,17130000000.0,38177000000.0,15958000000.0,10499000000.0,12051000000.0,52853000000.0,19008000000.0,22904000000.0,56161000000.0,39323000000.0,33258000000.0,135220000000.0,57817000000.0,80932000000.0,54417000000.0,214500000000.0,147820000000.0,68553000000.0,37627000000.0,35009000000.0,30763000000.0,37915000000.0,72831000000.0,80432000000.0,16501000000.0,37197000000.0,31899000000.0,7512200000.0,9487700000.0,24178000000.0,20222000000.0,132930000000.0,26485000000.0,167730000000.0,102910000000.0,179420000000.0,60994000000.0,51626000000.0,44276000000.0
41,SPTB,1211200000.0,112710000.0,480450000.0,390010000.0,58954000.0,1911100000.0,4179400000.0,2461100000.0,717930000.0,489990000.0,1918600.0,1076900000.0,13376000.0,447070000.0,702990000.0,212180000.0,675570000.0,113780000.0,489990000.0,1993900.0,5571800.0,16814000.0,17607000.0,34589000.0,5860500.0,3619900.0,2301900.0,2928500.0,7183500.0,1152600.0,44412000.0,1962100.0,7327100000.0,6259900.0,38250000.0,84208000.0,202790000.0,111520000.0,584960000.0,341250000.0,91719000.0,51531000.0,145340000.0,8367900.0,9721900.0,138100000.0,1201200000.0,278510000.0,4499100000.0,6308300.0,1352000.0,2763800.0,1951200.0,412110000.0,400380000.0,2596000.0,411560000.0,59059000.0,630810000.0,2027900000.0,428490000.0,1367900000.0
42,KRT5,268320000000.0,244140000000.0,421550000000.0,517790000000.0,647510000000.0,811470000000.0,533810000000.0,140230000000.0,606910000000.0,203320000000.0,60069000000.0,236340000000.0,36896000000.0,83020000000.0,125000000000.0,63615000000.0,251950000000.0,327290000000.0,65695000000.0,185280000000.0,202270000000.0,214170000000.0,141270000000.0,238590000000.0,141160000000.0,207330000000.0,213690000000.0,196940000000.0,148440000000.0,156960000000.0,162940000000.0,98992000000.0,90174000000.0,210970000000.0,171920000000.0,45277000000.0,85279000000.0,906130000000.0,437780000000.0,536230000000.0,780630000000.0,1276800000000.0,686230000000.0,929750000000.0,970300000000.0,756920000000.0,187450000000.0,126160000000.0,131470000000.0,118730000000.0,159450000000.0,118270000000.0,77515000000.0,95131000000.0,201800000000.0,163890000000.0,494250000000.0,569780000000.0,879760000000.0,659280000000.0,502750000000.0,720690000000.0
43,MYOF,2157400000.0,1112500000.0,1470200000.0,1037800000.0,1155700000.0,1741600000.0,1355700000.0,1724200000.0,1838300000.0,996880000.0,653710000.0,668620000.0,462260000.0,850020000.0,437960000.0,1151200000.0,1081000000.0,531550000.0,710880000.0,909360000.0,564700000.0,1681500000.0,1126800000.0,1357900000.0,580710000.0,753170000.0,558070000.0,809360000.0,588820000.0,331570000.0,595350000.0,380490000.0,733450000.0,665540000.0,575900000.0,519300000.0,868880000.0,1471400000.0,1258400000.0,1692000000.0,1894600000.0,5403600000.0,3795700000.0,3154100000.0,1707200000.0,1629000000.0,440850000.0,1450200000.0,266830000.0,155000000.0,440280000.0,1138800000.0,612620000.0,448160000.0,246220000.0,7914800.0,1597100000.0,1652300000.0,2313100000.0,2292600000.0,2393500000.0,1970200000.0
44,PRPF8,2628900000.0,1121400000.0,1713300000.0,3243400000.0,3413600000.0,3304600000.0,1118800000.0,1373400000.0,1669500000.0,139860000.0,915720000.0,97318000.0,206890000.0,182230000.0,268390000.0,235770000.0,375360000.0,765690000.0,267260000.0,310980000.0,582610000.0,414520000.0,978190000.0,996330000.0,552180000.0,537170000.0,866720000.0,1179200000.0,275940000.0,911580000.0,872790000.0,30395000.0,16068000.0,182200000.0,49091000.0,443700000.0,391500000.0,754660000.0,663070000.0,1160400000.0,784060000.0,828450000.0,880680000.0,1191000000.0,1195700000.0,1043100000.0,50346000.0,672580000.0,74502000.0,580940000.0,42630000.0,967690000.0,48349000.0,553280000.0,168340000.0,7832900.0,2511000000.0,2671300000.0,996250000.0,1017300000.0,1556800000.0,994470000.0
45,SPTBN2,3538000000.0,986920000.0,3211400000.0,815920000.0,1414100000.0,14946000000.0,904540000.0,23127000.0,4704100000.0,8461900000.0,3202400000.0,11447000000.0,150640000.0,5612900000.0,1500000000.0,1337700000.0,7819900000.0,5699900000.0,162270000.0,802340000.0,638930000.0,4830100000.0,3515200000.0,7838500000.0,290160000.0,937970000.0,2370900000.0,4343300000.0,3782500000.0,655550000.0,1968900000.0,1110600000.0,2587300000.0,11841000000.0,4437200000.0,2654700000.0,2210100000.0,2557900000.0,1703500000.0,2801000000.0,2497100000.0,720520000.0,94145000.0,2737900000.0,1121100000.0,3524000000.0,1083500000.0,27769000.0,2526500000.0,241040000.0,3356700000.0,890920000.0,61961000.0,2217100000.0,30299000.0,119450000.0,4544400000.0,4934700000.0,6563500000.0,4826800000.0,1290100000.0,4763700000.0
46,A2M,13515000000.0,9994500000.0,15095000000.0,6390700000.0,2879500000.0,11211000000.0,14672000000.0,14213000000.0,6609200000.0,15721000000.0,4239400000.0,13702000000.0,4628100000.0,3813600000.0,23161000000.0,3040100000.0,6585900000.0,5652700000.0,2414300000.0,6035900000.0,2757900000.0,8387400000.0,3858500000.0,7703700000.0,7324400000.0,592290000.0,578340000.0,631990000.0,6680300000.0,3371700000.0,3912800000.0,3494400000.0,2850700000.0,1393600000.0,11191000000.0,2553500000.0,5923300000.0,19954000000.0,52446000000.0,38176000000.0,14801000000.0,4707100000.0,9308200000.0,4395800000.0,5682600000.0,14341000000.0,19636000000.0,5901700000.0,10636000000.0,5144400000.0,1012900000.0,2514600000.0,3900400000.0,9998600000.0,15893000000.0,4795500000.0,46701000000.0,23644000000.0,39486000000.0,15687000000.0,10953000000.0,11011000000.0
47,FN1,4871700000.0,5835500000.0,4584700000.0,12543000000.0,4325900000.0,8449100000.0,5886300000.0,10814000000.0,11862000000.0,1005800000.0,2748400000.0,1369300000.0,7057800000.0,790760000.0,7550300000.0,960450000.0,1209700000.0,3344300000.0,5903500000.0,5598500000.0,7411200000.0,1143100000.0,2528300000.0,1549400000.0,3586500000.0,4591400000.0,1462200000.0,1560700000.0,872610000.0,1495600000.0,1970200000.0,2239900000.0,2344800000.0,1199700000.0,2406400000.0,412150000.0,1108700000.0,6942600000.0,2597400000.0,3585900000.0,9010400000.0,11989000000.0,18056000000.0,3733000000.0,5698000000.0,3608000000.0,1004700000.0,3188300000.0,829380000.0,1762100000.0,218260000.0,1130400000.0,2087600000.0,2300100000.0,1615400000.0,625720000.0,8849700000.0,4326300000.0,6319100000.0,3586300000.0,3366500000.0,2704700000.0
48,FLNC,76247000.0,82687000.0,10082000.0,5234300.0,0.0,3895000.0,3862600000.0,19028000000.0,152100000.0,7872900.0,161430000.0,136690000.0,122440000.0,76977000.0,11509000.0,208330000.0,319050000.0,242200000.0,38032000.0,0.0,372680000.0,66259000.0,44402000.0,107420000.0,227490000.0,71240000.0,443830000.0,425390000.0,121640000.0,118600000.0,567190000.0,99149000.0,157470000.0,219420000.0,26984000.0,58929000.0,88367000.0,13708000.0,130450000.0,9452500.0,61165000.0,77141000.0,27417000.0,65817000.0,84737000.0,22215000.0,22268000.0,3452600.0,0.0,10033000.0,21835000.0,0.0,8085400.0,0.0,0.0,37640000.0,22277000.0,15318000.0,27330000.0,15491000.0,182800000.0,18925000.0
49,ACTN4,27570000000.0,19019000000.0,19338000000.0,44250000000.0,35837000000.0,35870000000.0,16213000000.0,17917000000.0,30419000000.0,8446800000.0,14426000000.0,6971900000.0,10333000000.0,7671900000.0,8626700000.0,7610900000.0,11964000000.0,10083000000.0,7630800000.0,11574000000.0,11221000000.0,7478600000.0,10914000000.0,7736300000.0,9324100000.0,16850000000.0,21075000000.0,21078000000.0,7089100000.0,11539000000.0,13570000000.0,6788100000.0,8747700000.0,9516000000.0,7124000000.0,9519600000.0,7606300000.0,18533000000.0,19609000000.0,22116000000.0,18376000000.0,56397000000.0,30958000000.0,24984000000.0,20841000000.0,21600000000.0,5948600000.0,11888000000.0,5129500000.0,7773100000.0,4210700000.0,6027000000.0,7258700000.0,6435000000.0,9271200000.0,6992800000.0,34491000000.0,32877000000.0,25698000000.0,21778000000.0,22612000000.0,12718000000.0
50,SNRNP200,1550100000.0,736800000.0,1085800000.0,2512000000.0,3766400000.0,2369400000.0,794020000.0,980980000.0,1251700000.0,171620000.0,1227200000.0,59840000.0,73379000.0,118330000.0,309610000.0,212970000.0,341900000.0,823650000.0,440020000.0,517070000.0,644720000.0,300900000.0,962560000.0,847150000.0,536040000.0,306860000.0,631480000.0,720760000.0,164740000.0,914670000.0,1065100000.0,36026000.0,34992000.0,187280000.0,81765000.0,420300000.0,482880000.0,788010000.0,436530000.0,984370000.0,676620000.0,811880000.0,784100000.0,1014100000.0,1167300000.0,632740000.0,48550000.0,740250000.0,72382000.0,545000000.0,96922000.0,2084200000.0,129800000.0,558070000.0,241150000.0,0.0,1425100000.0,1540800000.0,941930000.0,939580000.0,1142700000.0,871220000.0
51,LMNA,30911000000.0,52859000000.0,62066000000.0,139030000000.0,90017000000.0,106580000000.0,78557000000.0,99799000000.0,75147000000.0,15925000000.0,14055000000.0,15940000000.0,58535000000.0,14167000000.0,11536000000.0,13092000000.0,23290000000.0,27122000000.0,27178000000.0,17178000000.0,34800000000.0,17141000000.0,16320000000.0,22630000000.0,20096000000.0,27526000000.0,34378000000.0,30258000000.0,12128000000.0,30545000000.0,35422000000.0,19639000000.0,19766000000.0,16196000000.0,19646000000.0,15278000000.0,14091000000.0,37898000000.0,52299000000.0,50417000000.0,37794000000.0,70724000000.0,67922000000.0,44421000000.0,50252000000.0,37385000000.0,10943000000.0,21645000000.0,7706400000.0,17663000000.0,7355100000.0,33976000000.0,13861000000.0,12100000000.0,11941000000.0,6179100000.0,84044000000.0,85735000000.0,102270000000.0,39502000000.0,61312000000.0,66813000000.0
52,C4A,2255800000.0,3039500000.0,2396400000.0,2584800000.0,1483000000.0,4686600000.0,7768000000.0,3355600000.0,3251800000.0,1582000000.0,659860000.0,1330300000.0,1415800000.0,2247000000.0,12588000000.0,2289700000.0,2140400000.0,2546100000.0,2514100000.0,1596800000.0,1378600000.0,2207900000.0,1303200000.0,1479700000.0,2476200000.0,294500000.0,247460000.0,356190000.0,2725800000.0,2060900000.0,1721400000.0,1966400000.0,2168600000.0,1335600000.0,2413800000.0,911910000.0,1497700000.0,3838100000.0,7456900000.0,4689200000.0,5293400000.0,1579200000.0,3971500000.0,3869000000.0,4354400000.0,8967600000.0,1603400000.0,874130000.0,1866400000.0,1750600000.0,35065000.0,762940000.0,2176200000.0,2484200000.0,9267400000.0,1962900000.0,20748000000.0,3023400000.0,7248900000.0,4058700000.0,2939100000.0,2394500000.0
53,TPR,1491300000.0,1766400000.0,1854700000.0,3443300000.0,3142600000.0,3880700000.0,949530000.0,1133800000.0,1674100000.0,137010000.0,1611000000.0,47758000.0,1278800000.0,170480000.0,223190000.0,137070000.0,703940000.0,1649900000.0,1492400000.0,680800000.0,1597400000.0,721750000.0,1335300000.0,876270000.0,973770000.0,643870000.0,1415800000.0,1008400000.0,273680000.0,824910000.0,1113600000.0,25387000.0,27675000.0,293600000.0,72617000.0,213510000.0,295250000.0,1023100000.0,683140000.0,895020000.0,1059900000.0,1449900000.0,1859800000.0,1457500000.0,1545100000.0,760990000.0,121550000.0,788750000.0,92868000.0,1274600000.0,11544000.0,6992400000.0,151560000.0,971360000.0,120120000.0,4175200.0,2391700000.0,3068100000.0,1235500000.0,1190500000.0,1602400000.0,1360800000.0
54,VCL,10377000000.0,5772000000.0,7582800000.0,14536000000.0,11461000000.0,5395500000.0,10651000000.0,13756000000.0,12136000000.0,2528200000.0,2993900000.0,2232000000.0,4543200000.0,4352600000.0,3336400000.0,3783200000.0,2627300000.0,2247500000.0,4590800000.0,4902600000.0,4149300000.0,2476100000.0,4747100000.0,2724300000.0,4465800000.0,3881700000.0,4711900000.0,3855500000.0,2955900000.0,3320400000.0,3512400000.0,3686400000.0,5567900000.0,3272300000.0,3323200000.0,3111300000.0,2740700000.0,9794300000.0,11960000000.0,8638100000.0,6712100000.0,7584600000.0,11588000000.0,7324100000.0,6585700000.0,8565200000.0,2383100000.0,3024900000.0,2733200000.0,2297100000.0,2010600000.0,530750000.0,1993500000.0,2217200000.0,2077100000.0,5443700000.0,7606300000.0,7876000000.0,7912200000.0,7533600000.0,7267300000.0,8162000000.0
